20180613181405 mid fteth 5.0 DZYnfn2RLrfZgiYS7_WWwRw6ZBML9b0XLyoShvR4Phs= 0.00177943 tRIvFnmXtB4ziOg9_CRyBzXRC_Gl-1HlKjNgDAFgSb8= 0.00178388
20180613181408 mid fteth 5.0 eWQ1AHlq1YCezd8pPB7g_VQcBE3iM7PimLx_Ziy_3WY= 0.00177835 l1ZoqIdCsKhmrnBywTRf0bHlAUM815vP8BNgHTGFtzo= 0.0017828
20180613181413 mid fteth 5.0 X4k-xVLAh_CGJ0HXz8twPjwoUQmBm4jmnG7npmzB1nI= 0.00177735 km1Regdn4K-3mxULwGbZGJQ4p-F3AbHpYoDt8pbb9JU= 0.0017818
20180613181422 mid fteth 5.0 RLyDnkaPjSF4eXhguruh2jAsKvT2W5cc4oPTyEm4yms= 0.00177718 MSfd3myOOnNLbks_NmU73x8hJRKklYAOHs3p0GABdWY= 0.00178163
20180613181503 mid fteth 5.0 jILRa_WdbjifjdzYPwHP3wO9NRXKoUT-cFRhe-4L-sk= 0.00178202 Rw_ThNVASOgHhV0FQVrZwoOscIrhyQz2iGiPMSKmdTY= 0.00178648
20180613181844 mid fteth 5.0 LVDuy70HNWOr2lMiN4YjqRwj9KON_R1b7eMSRV1sTcQ= 0.0017732 srp-m6RlT9k3kFk48nvGy9kqp_lcIQ3ZLqXzHU9HtLE= 0.00177764
20180613181852 mid fteth 5.0 -hpjv7Rk_05U9YXIet9tBiForyi_jocbG8efqJ0cmjE= 0.00176908 FA3QdttfDejf6iP2Vkqco8nI_j7Z-SMQvgRjxOCj2t4= 0.00177351
20180613181857 mid fteth 5.0 IksLvLjDLIatlfyp77eFE1v18KpRgja1_MUsWKEktFs= 0.00177093 nTcfzeVM9IR1r4m93LvDw5D1ZoEIBTevf61xtq0mYhQ= 0.00177536
20180613181903 mid fteth 5.0 04VpxwvSf7DJobyhyEVY1JxFRFJiaIZd56nOAexcqnU= 0.00176661 oCFMdA1fZRaPhofhGCdHmaRlLI7-Aa-PqmUVyccIyaY= 0.00177103
20180613181927 mid fteth 5.0 gdEh2HeiMMzYc4unJVG_nDuOnoGBTMlynNu8gy0rMw0= 0.00175679 WGFOW30HUQK4DXWnIuQ86oqc65ZWXLgpTaD7K4nfwqo= 0.00176119
20180613181931 mid fteth 5.0 UY0kC5vYQnVIcYmB7q4KDYRmUgjCtofzGj2mxLz_gM8= 0.00175486 YQjsWTxnyzon6LD6PUNNYvL-qWAY1oOjBnVK0zbjNyY= 0.00175925
20180613181935 mid fteth 5.0 YJNIgy5oCGAomdQPSISHUV-dJtYMhjXrtdqzvR9TuIw= 0.0017515 xQ9rCI0FAxcnS2yiUX-IIrM4os3g1oxSZg7IkIkYjSs= 0.00175588
20180613181943 mid fteth 5.0 WaGLHWc6l0iLh9M9rLIpRJcg5HE5GXTjOJfOXRTDczY= 0.00174708 q7Ar33kOyyzipYySstPwz6upxGZMumaJRH7q76ezFUM= 0.00175145
20180613181948 mid fteth 5.0 Ub4QE-WIJeLIHsT-X1UED4dPIMy_duS5jolzFGxwlFI= 0.00174623 28qiRisSN3V7C9LxZ_Hmjfp-1yoRGHHbVqlIhRlwFWE= 0.0017506
20180613181954 mid fteth 5.0 SEICYx76FjYGhXmH0Mp9yeMb0g1Z5ummOcbc75eagR8= 0.00175528 AVH2xwFKRYPNRSXomoEbrsj17ZU3icyg49HCJ4-oy8c= 0.00175967
20180613181959 mid fteth 5.0 ttniInJ93p64DKaMkyD0xL0FHbyMgiHxzz1Zj7M8PhQ= 0.00173634 0ebN8RJwjXf6itcp1aYGFdRL3raxF3QsOKJqzglqJrg= 0.00174069
